"","A_chr","A_start","A_end","A_peak","C_chr","C_start","C_end","C_peak","overlap"
"2648","chr10",91153962,91154736,"union_peak_5788","chr10",91153764,91154742,"union_peak_3597",774
"2649","chr11",75644415,75645254,"union_peak_8832","chr11",75644347,75645091,"union_peak_5522",676
"2650","chr6",134058428,134058775,"union_peak_44190","chr6",134058295,134058877,"union_peak_27628",347
"2651","chr11",6048095,6048519,"union_peak_6960","chr11",6048242,6048616,"union_peak_4382",277
"2652","chr2",102831454,102832485,"union_peak_30416","chr2",102831804,102832547,"union_peak_18964",681
"2653","chr16",8840489,8841209,"union_peak_20541","chr16",8840379,8841409,"union_peak_12748",720
"2654","chr10",6885533,6886202,"union_peak_3686","chr10",6885426,6886438,"union_peak_2292",669
"2655","chr3",135579043,135580097,"union_peak_34717","chr3",135579192,135579695,"union_peak_21639",503
"2656","chr5",122397385,122398347,"union_peak_40601","chr5",122397639,122398265,"union_peak_25376",626
"2657","chr3",133563288,133564118,"union_peak_34680","chr3",133563349,133564288,"union_peak_21618",769
"2658","chr5",140798743,140799355,"union_peak_41277","chr5",140798805,140799280,"union_peak_25789",475
"2659","chr12",79558774,79559250,"union_peak_12447","chr12",79558524,79559157,"union_peak_7710",383
"2660","chr12",55366502,55367096,"union_peak_12015","chr12",55366487,55366974,"union_peak_7426",472
"2661","chr16",50070331,50071022,"union_peak_21572","chr16",50069043,50070949,"union_peak_13377",618
"2662","chr19",14511299,14512197,"union_peak_27073","chr19",14510967,14511483,"union_peak_16856",184
"2663","chr10",7010025,7011110,"union_peak_3697","chr10",7009945,7011197,"union_peak_2298",1085
"2664","chr11",20812248,20812785,"union_peak_7150","chr11",20812252,20812667,"union_peak_4513",415
"2665","chr2",53088651,53089340,"union_peak_29554","chr2",53088674,53089235,"union_peak_18393",561
"2666","chr7",30920305,30920839,"union_peak_45432","chr7",30920418,30920813,"union_peak_28422",395
"2667","chr4",148900162,148901981,"union_peak_37938","chr4",148901814,148902118,"union_peak_23707",167
"2668","chr19",32262456,32263102,"union_peak_27361","chr19",32262728,32263049,"union_peak_17032",321
"2669","chr2",26312717,26313354,"union_peak_28788","chr2",26312607,26313055,"union_peak_17929",338
"2670","chr1",84780480,84781161,"union_peak_1316","chr1",84780221,84781363,"union_peak_836",681
"2671","chr4",10753138,10753683,"union_peak_35235","chr4",10753470,10753816,"union_peak_21975",213
"2672","chr13",51594723,51595353,"union_peak_14681","chr13",51594545,51595073,"union_peak_9027",350
"2673","chr9",56324835,56325237,"union_peak_51814","chr9",56325226,56327293,"union_peak_32269",11
"2674","chr3",101650438,101651882,"union_peak_34045","chr3",101651225,101651915,"union_peak_21193",657
"2675","chr14",121840181,121840576,"union_peak_17900","chr14",121840503,121840754,"union_peak_11107",73
"2676","chr7",99311285,99311989,"union_peak_46757","chr7",99311199,99311882,"union_peak_29248",597
"2677","chr14",31214549,31216018,"union_peak_16402","chr14",31215364,31215616,"union_peak_10162",252
"2678","chr14",47652360,47652816,"union_peak_16598","chr14",47652212,47652637,"union_peak_10274",277
"2679","chrX",136707915,136708750,"union_peak_54812","chrX",136707946,136708748,"union_peak_34164",802
"2680","chr7",66128345,66129187,"union_peak_46013","chr7",66128604,66128910,"union_peak_28806",306
"2681","chr15",98778812,98779509,"union_peak_20085","chr15",98778606,98779649,"union_peak_12485",697
"2682","chr12",73616481,73617266,"union_peak_12246","chr12",73616872,73617568,"union_peak_7591",394
"2683","chr17",7163969,7164510,"union_peak_22420","chr17",7163694,7164558,"union_peak_13961",541
"2684","chr14",62870073,62870822,"union_peak_17079","chr14",62870122,62870936,"union_peak_10596",700
"2685","chr1",131049192,131049676,"union_peak_1999","chr1",131049121,131050070,"union_peak_1247",484
"2686","chr11",58239123,58239805,"union_peak_8115","chr11",58239037,58239703,"union_peak_5099",580
"2687","chr15",99344974,99345550,"union_peak_20152","chr15",99345106,99345461,"union_peak_12523",355
"2688","chr16",14111879,14112607,"union_peak_20681","chr16",14111956,14112268,"union_peak_12825",312
"2689","chr4",101300834,101301386,"union_peak_36364","chr4",101300881,101301398,"union_peak_22730",505
"2690","chr10",122915853,122916418,"union_peak_6549","chr10",122916004,122916443,"union_peak_4109",414
"2691","chr8",68157072,68157730,"union_peak_48865","chr8",68157031,68157292,"union_peak_30534",220
"2692","chr5",111235584,111236418,"union_peak_40065","chr5",111235578,111236179,"union_peak_25080",595
"2693","chr1",40601516,40601928,"union_peak_472","chr1",40601842,40602186,"union_peak_303",86
"2694","chr12",75654200,75654991,"union_peak_12303","chr12",75654396,75654852,"union_peak_7618",456
"2695","chr8",126829630,126830146,"union_peak_50606","chr8",126829720,126830178,"union_peak_31537",426
"2696","chr8",71324627,71325437,"union_peak_49030","chr8",71324707,71325722,"union_peak_30624",730
"2697","chr17",78319050,78319456,"union_peak_24529","chr17",78318852,78319436,"union_peak_15273",386
"2698","chr10",127230712,127231541,"union_peak_6605","chr10",127230682,127231466,"union_peak_4149",754
"2699","chr4",32334247,32334521,"union_peak_35427","chr4",32334250,32337069,"union_peak_22112",271
"2700","chr4",123588552,123589247,"union_peak_36832","chr4",123588556,123589123,"union_peak_23024",567
"2701","chr6",13078556,13079310,"union_peak_41726","chr6",13078619,13079305,"union_peak_26062",686
"2702","chr16",10996285,10996970,"union_peak_20597","chr16",10996453,10997061,"union_peak_12779",517
"2703","chr5",67449927,67450808,"union_peak_39343","chr5",67450097,67450882,"union_peak_24592",711
"2704","chr6",97300493,97301248,"union_peak_43282","chr6",97300317,97300870,"union_peak_27021",377
"2705","chr6",97300493,97301248,"union_peak_43282","chr6",97301119,97301471,"union_peak_27022",129
"2706","chr5",137150259,137152970,"union_peak_41094","chr5",137151214,137153002,"union_peak_25688",1756
"2707","chr11",97407902,97408800,"union_peak_9836","chr11",97408130,97408621,"union_peak_6133",491
"2708","chr3",51495535,51496492,"union_peak_32875","chr3",51495332,51496127,"union_peak_20441",592
"2709","chr13",10083357,10083796,"union_peak_13718","chr13",10083177,10084189,"union_peak_8466",439
"2710","chr13",37792830,37793561,"union_peak_14299","chr13",37792877,37793499,"union_peak_8810",622
"2711","chr1",82830868,82831122,"union_peak_1287","chr1",82831032,82833102,"union_peak_824",90
"2712","chr7",16794649,16795359,"union_peak_44866","chr7",16794663,16795208,"union_peak_28073",545
"2713","chr18",54940127,54941023,"union_peak_25677","chr18",54940154,54941104,"union_peak_15987",869
"2714","chr10",41711519,41712075,"union_peak_4475","chr10",41711487,41711869,"union_peak_2808",350
"2715","chr10",81194061,81194703,"union_peak_5491","chr10",81193845,81194465,"union_peak_3416",404
"2716","chr10",117975246,117976131,"union_peak_6332","chr10",117975372,117976184,"union_peak_3968",759
"2717","chr19",32926087,32926484,"union_peak_27394","chr19",32926039,32926575,"union_peak_17057",397
"2718","chr17",26998000,26998761,"union_peak_22918","chr17",26998024,26998802,"union_peak_14275",737
"2719","chr8",46943325,46943790,"union_peak_48739","chr8",46943275,46943525,"union_peak_30457",200
"2720","chr3",101673782,101674189,"union_peak_34048","chr3",101673575,101674330,"union_peak_21194",407
"2721","chr11",104599544,104600163,"union_peak_10344","chr11",104599668,104600180,"union_peak_6436",495
"2722","chr4",135114387,135115190,"union_peak_37458","chr4",135114608,135115046,"union_peak_23398",438
"2723","chr11",70829274,70829864,"union_peak_8640","chr11",70829286,70829673,"union_peak_5416",387
"2724","chr10",117521599,117522569,"union_peak_6272","chr10",117522050,117522300,"union_peak_3931",250
"2725","chr15",89339666,89340290,"union_peak_19876","chr15",89339402,89339872,"union_peak_12343",206
"2726","chr14",15796992,15797547,"union_peak_16066","chr14",15796841,15797655,"union_peak_9947",555
"2727","chr5",96919154,96919472,"union_peak_39688","chr5",96919106,96919575,"union_peak_24812",318
"2728","chr5",32089192,32089894,"union_peak_38715","chr5",32089528,32089863,"union_peak_24209",335
"2729","chr14",103106570,103107216,"union_peak_17687","chr14",103106632,103107186,"union_peak_10984",554
"2730","chr13",85459307,85459708,"union_peak_15265","chr13",85459681,85459984,"union_peak_9406",27
"2731","chr17",84241569,84241882,"union_peak_24734","chr17",84241635,84242059,"union_peak_15424",247
"2732","chr1",61016622,61017030,"union_peak_945","chr1",61016780,61017065,"union_peak_611",250
"2733","chr9",73079980,73080452,"union_peak_52520","chr9",73079837,73080438,"union_peak_32694",458
"2734","chr6",48739982,48740185,"union_peak_42295","chr6",48738340,48740139,"union_peak_26426",157
"2735","chr6",134946717,134947788,"union_peak_44249","chr6",134946834,134947840,"union_peak_27661",954
"2736","chr3",22039826,22040081,"union_peak_32617","chr3",22039673,22041155,"union_peak_20269",255
"2737","chr10",99198896,99199333,"union_peak_6068","chr10",99198920,99199318,"union_peak_3807",398
"2738","chr14",46578065,46578788,"union_peak_16549","chr14",46578018,46578691,"union_peak_10245",626
"2739","chr6",100255289,100256010,"union_peak_43399","chr6",100255273,100255973,"union_peak_27098",684
"2740","chr14",67057456,67057983,"union_peak_17217","chr14",67057463,67057934,"union_peak_10682",471
"2741","chr17",5126155,5126332,"union_peak_22317","chr17",5124844,5126393,"union_peak_13902",177
"2742","chr4",102531546,102532159,"union_peak_36382","chr4",102531381,102532238,"union_peak_22741",613
"2743","chr3",51765093,51765932,"union_peak_32894","chr3",51765168,51765792,"union_peak_20452",624
"2744","chr9",69349414,69350125,"union_peak_52399","chr9",69349401,69349994,"union_peak_32612",580
"2745","chr6",129227416,129227775,"union_peak_44086","chr6",129227690,129228005,"union_peak_27549",85
"2746","chr18",11954477,11955073,"union_peak_25063","chr18",11954421,11954693,"union_peak_15629",216
"2747","chr9",57328322,57328975,"union_peak_51867","chr9",57328549,57329048,"union_peak_32307",426
"2748","chr11",117914582,117914985,"union_peak_10982","chr11",117914566,117915064,"union_peak_6807",403
"2749","chr8",117306835,117307108,"union_peak_50114","chr8",117306524,117307270,"union_peak_31287",273
"2750","chr11",97204403,97205311,"union_peak_9824","chr11",97204406,97204651,"union_peak_6123",245
"2751","chr16",10828129,10828735,"union_peak_20580","chr16",10828157,10828583,"union_peak_12771",426
"2752","chr15",99065288,99065991,"union_peak_20124","chr15",99065465,99065966,"union_peak_12507",501
"2753","chr1",46874254,46874727,"union_peak_560","chr1",46874145,46874869,"union_peak_359",473
"2754","chr3",97009360,97009974,"union_peak_33916","chr3",97009416,97010198,"union_peak_21118",558
"2755","chr7",31078086,31078746,"union_peak_45455","chr7",31078244,31078716,"union_peak_28439",472
"2756","chr6",145992836,145993488,"union_peak_44522","chr6",145992865,145993419,"union_peak_27854",554
"2757","chr14",20024012,20024340,"union_peak_16129","chr14",20024040,20026009,"union_peak_9984",300
"2758","chr6",38585067,38585371,"union_peak_42086","chr6",38584841,38585128,"union_peak_26289",61
"2759","chr5",113070239,113070990,"union_peak_40136","chr5",113070528,113070836,"union_peak_25116",308
"2760","chr16",45982317,45982882,"union_peak_21496","chr16",45982170,45983366,"union_peak_13323",565
"2761","chr17",63356117,63356740,"union_peak_24293","chr17",63356294,63356600,"union_peak_15124",306
"2762","chr5",65904550,65904817,"union_peak_39273","chr5",65904385,65904885,"union_peak_24546",267
"2763","chr2",174601956,174602783,"union_peak_32300","chr2",174601856,174602970,"union_peak_20065",827
"2764","chr11",5999969,6000959,"union_peak_6953","chr11",5999846,6000944,"union_peak_4378",975
"2765","chr18",82471785,82472576,"union_peak_26342","chr18",82471462,82472870,"union_peak_16385",791
"2766","chr6",108503531,108504342,"union_peak_43466","chr6",108503267,108504517,"union_peak_27142",811
"2767","chr3",61409286,61410166,"union_peak_33138","chr3",61408991,61410490,"union_peak_20611",880
"2768","chr1",193337806,193338858,"union_peak_3620","chr1",193337486,193338989,"union_peak_2251",1052
"2769","chr6",90740420,90741276,"union_peak_43178","chr6",90740191,90741394,"union_peak_26968",856
"2770","chr13",97442172,97443031,"union_peak_15490","chr13",97442023,97443112,"union_peak_9559",859
"2771","chr16",92644590,92645450,"union_peak_22063","chr16",92644562,92645371,"union_peak_13751",781
"2772","chr8",3353045,3353708,"union_peak_48103","chr8",3353004,3356214,"union_peak_30070",663
"2773","chr19",26645951,26646641,"union_peak_27226","chr19",26645729,26646958,"union_peak_16944",690
"2774","chr10",130322552,130323159,"union_peak_6746","chr10",130322374,130323469,"union_peak_4247",607
"2775","chr2",33908176,33909009,"union_peak_29256","chr2",33908046,33909014,"union_peak_18203",833
"2776","chr1",94091624,94092373,"union_peak_1698","chr1",94091417,94092553,"union_peak_1056",749
"2777","chr8",114814960,114815849,"union_peak_50006","chr8",114814994,114816762,"union_peak_31222",855
"2778","chr8",122912183,122912818,"union_peak_50385","chr8",122911858,122912772,"union_peak_31410",589
"2779","chrX",113867726,113868835,"union_peak_54759","chrX",113867211,113868988,"union_peak_34134",1109
"2780","chr6",129036519,129037422,"union_peak_44072","chr6",129036296,129037520,"union_peak_27537",903
"2781","chr2",60018731,60019652,"union_peak_29646","chr2",60018561,60019852,"union_peak_18460",921
"2782","chr7",38094261,38094938,"union_peak_45544","chr7",38094138,38094814,"union_peak_28495",553
"2783","chr6",87041015,87041463,"union_peak_43052","chr6",87040863,87042993,"union_peak_26905",448
"2784","chr1",58955833,58956619,"union_peak_853","chr1",58955720,58957056,"union_peak_542",786
"2785","chr7",102317785,102318276,"union_peak_46919","chr7",102317599,102318353,"union_peak_29341",491
"2786","chr11",58096099,58096678,"union_peak_8092","chr11",58095824,58096791,"union_peak_5085",579
"2787","chr10",98683860,98684660,"union_peak_6021","chr10",98683792,98684995,"union_peak_3775",800
"2788","chr11",88598620,88600009,"union_peak_9539","chr11",88598593,88600142,"union_peak_5954",1389
"2789","chr4",62756482,62757365,"union_peak_36008","chr4",62756359,62757458,"union_peak_22504",883
"2790","chr7",104291427,104292322,"union_peak_46941","chr7",104290350,104292244,"union_peak_29354",817
"2791","chr11",119846940,119848102,"union_peak_11136","chr11",119846965,119848217,"union_peak_6894",1137
"2792","chr5",148866484,148867031,"union_peak_41552","chr5",148866378,148868410,"union_peak_25945",547
"2793","chr7",98693876,98694550,"union_peak_46722","chr7",98692624,98694830,"union_peak_29230",674
"2794","chr14",21031998,21032656,"union_peak_16199","chr14",21031927,21032955,"union_peak_10029",658
"2795","chr9",80266183,80266996,"union_peak_52660","chr9",80265739,80267227,"union_peak_32788",813
"2796","chr3",52881861,52882635,"union_peak_32987","chr3",52881727,52882673,"union_peak_20505",774
"2797","chr2",59646548,59647679,"union_peak_29641","chr2",59646663,59647605,"union_peak_18456",942
"2798","chr11",63991894,63992661,"union_peak_8354","chr11",63991818,63992134,"union_peak_5251",240
"2799","chr16",89938133,89938841,"union_peak_21946","chr16",89937922,89939077,"union_peak_13669",708
"2800","chr2",65180882,65181645,"union_peak_29739","chr2",65181144,65183437,"union_peak_18523",501
"2801","chr7",4492726,4493248,"union_peak_44654","chr7",4492515,4493416,"union_peak_27925",522
"2802","chr5",140637876,140638893,"union_peak_41268","chr5",140637579,140638755,"union_peak_25783",879
"2803","chr10",19691783,19692536,"union_peak_3999","chr10",19691621,19693237,"union_peak_2500",753
"2804","chr1",135659237,135660172,"union_peak_2205","chr1",135659419,135660135,"union_peak_1360",716
"2805","chr17",73821933,73822861,"union_peak_24476","chr17",73821908,73822962,"union_peak_15243",928
